,Workshop,Paper title,Link to article,Author-1,Author-1_affiliation,Author-1_country,Author-2,Author-2_affiliation,Author-2_country,Author-3,Author-3_affiliation,Author-3_country,Author-4,Author-4_affiliation,Author-4_country,Author-5,Author-5_affiliation,Author-5_country,Author-6,Author-6_affiliation,Author-6_country,Author-7,Author-7_affiliation,Author-7_country,Paper abstract,Paper Keyword,Paper Categories,Normalised abstract,title,Number_of_authors,citation
140,2016,"KnowledgeWiki: An OpenSource Tool for Creating Community-Curated Vocabulary, with a Use Case in Materials Science",http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_12.pdf,Nishita Jaykumar,Wright State University, US,PavanKalyan Yallamelli,Wright State University, US,Vinh Nguyen,Wright State University, US,Sarasi Lalithsena,Wright State University, US,Krishnaprasad Thirunarayan,Wright State University, US,Amit Sheth,Wright State University, US,Clare Paul,Wright State University,US,"Resource Description Framework (RDF) datasets can be
created by transforming structured databases, extracting
the triples from semi-structured and unstructured sources,
crowd-sourcing, or by integrating the existing datasets. The
reliability and quality of these datasets can be improved by
the participation of domain experts via a special purpose
tool or a crowd-sourced application. Wikidata and Semantic MediaWiki are platforms which facilitate this kind of
crowd-sourced data curation.
We present our system, KnowledgeWiki, which is built
upon the existing Semantic MediaWiki. We develop a novel
extension by adopting the singleton property data model in
our KnowledgeWiki. This extension allows various kinds of
metadata about the RDF triples to be created in the Wiki.
We combine this extension with other extensions such as semantic forms to provide a user-friendly, Wiki-like interface
for domain experts with no prior technical expertise to easily
curate data. We also present our new enhancement to Semantic Mediawiki, which facilitates importing existing RDF
datasets into the wiki-based curating platform based on the
singleton property approach, that preserves the provenance
of individual triples. We also describe how it is being used
by the materials science community to create and curate
consolidated vocabularies.","Linked Data application, Semantic MediaWiki, Singleton property, KnowledgeWiki, Wikidata, Open source, Semantic Web, Provenance metadata, Materials Science",,"['resource', 'description', 'framework', 'rdf', 'datasets', 'created', 'transforming', 'structured', 'database', 'extracting', 'triple', 'semi', 'structured', 'unstructured', 'source', 'crowd', 'sourcing', 'integrating', 'existing', 'datasets', 'reliability', 'quality', 'datasets', 'improved', 'participation', 'domain', 'expert', 'via', 'special', 'purpose', 'tool', 'crowd', 'sourced', 'application', 'wikidata', 'semantic', 'mediawiki', 'platform', 'facilitate', 'kind', 'crowd', 'sourced', 'data', 'curation', 'present', 'system', 'knowledgewiki', 'built', 'upon', 'existing', 'semantic', 'mediawiki', 'develop', 'novel', 'extension', 'adopting', 'singleton', 'property', 'data', 'model', 'knowledgewiki', 'extension', 'allows', 'various', 'kind', 'metadata', 'rdf', 'triple', 'created', 'wiki', 'combine', 'extension', 'extension', 'semantic', 'form', 'provide', 'user', 'friendly', 'wiki', 'like', 'interface', 'domain', 'expert', 'prior', 'technical', 'expertise', 'easily', 'curate', 'data', 'also', 'present', 'new', 'enhancement', 'semantic', 'mediawiki', 'facilitates', 'importing', 'existing', 'rdf', 'datasets', 'wiki', 'based', 'curating', 'platform', 'based', 'singleton', 'property', 'approach', 'preserve', 'provenance', 'individual', 'triple', 'also', 'describe', 'used', 'material', 'science', 'community', 'create', 'curate', 'consolidated', 'vocabulary']","knowledgewiki: an opensource tool for creating community-curated vocabulary, with a use case in materials science",7,1
141,2016,"Towards A Cache-Enabled, Order-Aware, Ontology-Based Stream Reasoning Framework",http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_13.pdf,Rui Yan,Tetherless World Constellation, US,Brenda Praggastis,Pacific Northwest National Laboratory, US,William P. Smith,Pacific Northwest National Laboratory, US,Deborah L. McGuinness,Tetherless World Constellation, US,,,,,,,,,,"While streaming data have become increasingly more popular in business and research communities, semantic models
and processing software for streaming data have not kept
pace. Traditional semantic solutions have not addressed
transient data streams. Semantic web languages (e.g., RDF,
OWL) have typically addressed static data settings and linked
data approaches have predominantly addressed static or growing data repositories. Streaming data settings have some
fundamental differences; in particular, data are consumed
on the fly and data may expire.
Stream reasoning, a combination of stream processing and
semantic reasoning, has emerged with the vision of providing âsmartâ processing of streaming data. C-SPARQL is
a prominent stream reasoning system that handles semantic (RDF) data streams. Many stream reasoning systems
including C-SPARQL use a sliding window and use data
arrival time to evict data. For data streams that include
expiration times, a simple arrival time scheme is inadequate
if the window size does not match the expiration period.
In this paper, we propose a cache-enabled, order-aware,
ontology-based stream reasoning framework. This framework consumes RDF streams with expiration timestamps
assigned by the streaming source. Our framework utilizes
both arrival and expiration timestamps in its cache eviction
policies. In addition, we introduce the notion of âsemantic importanceâ which aims to address the relevance of data to the expected reasoning, thus enabling the eviction algorithms to be more context- and reasoning-aware when choosing what data to maintain for question answering. We evaluate this framework by implementing three different prototypes and utilizing five metrics. The trade-offs of deploying
the proposed framework are also discussed.","Data Cache, Order-awareness, Stream Reasoning, Semantic Web",C.1.3 [Other Architecture Styles]: Data-flow architecturesâstream reasoning; D.2.11 [Software Architectures]: Patterns,"['streaming', 'data', 'become', 'increasingly', 'popular', 'business', 'research', 'community', 'semantic', 'model', 'processing', 'software', 'streaming', 'data', 'kept', 'pace', 'traditional', 'semantic', 'solution', 'addressed', 'transient', 'data', 'stream', 'semantic', 'web', 'language', 'rdf', 'owl', 'typically', 'addressed', 'static', 'data', 'setting', 'linked', 'data', 'approach', 'predominantly', 'addressed', 'static', 'growing', 'data', 'repository', 'streaming', 'data', 'setting', 'fundamental', 'difference', 'particular', 'data', 'consumed', 'fly', 'data', 'may', 'expire', 'stream', 'reasoning', 'combination', 'stream', 'processing', 'semantic', 'reasoning', 'ha', 'emerged', 'vision', 'providing', 'smartâ', 'processing', 'streaming', 'data', 'sparql', 'prominent', 'stream', 'reasoning', 'system', 'handle', 'semantic', 'rdf', 'data', 'stream', 'many', 'stream', 'reasoning', 'system', 'including', 'sparql', 'use', 'sliding', 'window', 'use', 'data', 'arrival', 'time', 'evict', 'data', 'data', 'stream', 'include', 'expiration', 'time', 'simple', 'arrival', 'time', 'scheme', 'inadequate', 'window', 'size', 'doe', 'match', 'expiration', 'period', 'paper', 'propose', 'cache', 'enabled', 'order', 'aware', 'ontology', 'based', 'stream', 'reasoning', 'framework', 'framework', 'consumes', 'rdf', 'stream', 'expiration', 'timestamps', 'assigned', 'streaming', 'source', 'framework', 'utilizes', 'arrival', 'expiration', 'timestamps', 'cache', 'eviction', 'policy', 'addition', 'introduce', 'notion', 'semantic', 'importanceâ', 'aim', 'address', 'relevance', 'data', 'expected', 'reasoning', 'thus', 'enabling', 'eviction', 'algorithm', 'context', 'reasoning', 'aware', 'choosing', 'data', 'maintain', 'question', 'answering', 'evaluate', 'framework', 'implementing', 'three', 'different', 'prototype', 'utilizing', 'five', 'metric', 'trade', 'offs', 'deploying', 'proposed', 'framework', 'also', 'discussed']","towards a cache-enabled, order-aware, ontology-based stream reasoning framework",4,0
142,2016,R2RML-F: Towards Sharing and Executing Domain Logic in R2RML Mappings,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_14.pdf,Christophe Debruyne,Trinity College Dublin, Ireland,Declan OÕSullivan,Trinity College Dublin, Ireland,,,,,,,,,,,,,,,,"Many initiatives have emerged to aid one in publishing structured
resources as Linked Data on the Web with one of the major
achievements being the R2RML W3C Recommendation. R2RML
and its dialects assume a certain underlying technology (e.g., Core
SQL 2008). This means that domain-specific data transformations
â such as transforming geospatial coordinates â rely either on that
underlying technology or data-preprocessing steps. We argue that
one can incorporate and subsequently share that procedural domain knowledge in such mappings. Such an extension would
make certain pre-processing steps redundant. One can furthermore
attach metadata to these functions, which can be published as
well. In this paper, we present R2RML-F, an extension to
R2RML, that adopts ECMAScript for capturing domain
knowledge and for which we have developed a prototype. We
demonstrate the viability of the approach with a demonstration
and compare its performance with different mappings in some
initial experiments. Our preliminary results suggest that there is
little or no overhead with respect to relying on underlying technology",R2RML; Linked Data; Mapping,,"['many', 'initiative', 'emerged', 'aid', 'one', 'publishing', 'structured', 'resource', 'linked', 'data', 'web', 'one', 'major', 'achievement', 'r2rml', 'w3c', 'recommendation', 'r2rml', 'dialect', 'assume', 'certain', 'underlying', 'technology', 'core', 'sql', 'mean', 'domain', 'specific', 'data', 'transformation', 'transforming', 'geospatial', 'coordinate', 'rely', 'either', 'underlying', 'technology', 'data', 'preprocessing', 'step', 'argue', 'one', 'incorporate', 'subsequently', 'share', 'procedural', 'domain', 'knowledge', 'mapping', 'extension', 'would', 'make', 'certain', 'pre', 'processing', 'step', 'redundant', 'one', 'furthermore', 'attach', 'metadata', 'function', 'published', 'well', 'paper', 'present', 'r2rml', 'extension', 'r2rml', 'adopts', 'ecmascript', 'capturing', 'domain', 'knowledge', 'developed', 'prototype', 'demonstrate', 'viability', 'approach', 'demonstration', 'compare', 'performance', 'different', 'mapping', 'initial', 'experiment', 'preliminary', 'result', 'suggest', 'little', 'overhead', 'respect', 'relying', 'underlying', 'technology']",r2rml-f: towards sharing and executing domain logic in r2rml mappings,2,27
143,2016,Semantic Hadith: Leveraging Linked Data Opportunities for Islamic Knowledge,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_06.pdf,Amna Basharat,University of Georgia, US,Bushra Abro,Islamic International University, Pakistan,I. Budak Arpinar,University of Georgia, US,Khaled Rasheed,University of Georgia, US,,,,,,,,,,"While the linked data paradigm has gathered much attention over the recent years, the domain of Islamic knowledge
has yet to cache upon its full potential. The web-scale integration of Islamic texts and knowledge sources at large
is currently not well facilitated. The two primary sources
of the Islamic legislation are the Qurâan and the Hadith
(collections of Prophetic Narrations) and form the basis of
laying the foundation for anyone wanting to learn Islam.
This paper presents ongoing design and development efforts
to semantically model and publish the Hadith, which holds
a primary position as the next most important knowledge
source, after the Qurâan. We present the design of the linked
data vocabulary for not only publishing these narrations as
linked data, but also delineate upon the mechanism for linking these narrations with the verses of the Qurâan. We establish how the links between the Hadith and the Qurâanic
verses may be captured and published using this vocabulary, as derived from the secondary and tertiary sources of
knowledge. We present detailed insights into the potential,
the design considerations and the use cases of publishing this
wealth of knowledge as linked data.",linked data; hadith;Quran;Qurâan; semantic web; Islamic knowledge;,,"['linked', 'data', 'paradigm', 'ha', 'gathered', 'much', 'attention', 'recent', 'year', 'domain', 'islamic', 'knowledge', 'ha', 'yet', 'cache', 'upon', 'full', 'potential', 'web', 'scale', 'integration', 'islamic', 'text', 'knowledge', 'source', 'large', 'currently', 'well', 'facilitated', 'two', 'primary', 'source', 'islamic', 'legislation', 'qurâ', 'hadith', 'collection', 'prophetic', 'narration', 'form', 'basis', 'laying', 'foundation', 'anyone', 'wanting', 'learn', 'islam', 'paper', 'present', 'ongoing', 'design', 'development', 'effort', 'semantically', 'model', 'publish', 'hadith', 'hold', 'primary', 'position', 'next', 'important', 'knowledge', 'source', 'qurâ', 'present', 'design', 'linked', 'data', 'vocabulary', 'publishing', 'narration', 'linked', 'data', 'also', 'delineate', 'upon', 'mechanism', 'linking', 'narration', 'verse', 'qurâ', 'establish', 'link', 'hadith', 'qurâ', 'anic', 'verse', 'may', 'captured', 'published', 'using', 'vocabulary', 'derived', 'secondary', 'tertiary', 'source', 'knowledge', 'present', 'detailed', 'insight', 'potential', 'design', 'consideration', 'use', 'case', 'publishing', 'wealth', 'knowledge', 'linked', 'data']",semantic hadith: leveraging linked data opportunities for islamic knowledge,4,7
144,2017,Piecing the puzzle: Self-publishing queryable research data on the Web,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_4.pdf,Ruben Verborgh,Ghent University,Belgium,,,,,,,,,,,,,,,,,,,"Publishing research on the Web accompanied by machine-readable
data is one of the aims of Linked Research. Merely embedding
metadata as RDFa in HTML research articles, however, does not
solve the problems of accessing and querying that data. Hence,
I created a simple ETL pipeline to extract and enrich Linked Data
from my personal website, publishing the result in a queryable way
through Triple Pattern Fragments. The pipeline is open source, uses
existing ontologies, and can be adapted to other websites. In this article, I discuss this pipeline, the resulting data, and its possibilities
for query evaluation on the Web. More than 35,000 RDF triples of
my data are queryable, even with federated SPARQL queries because of links to external datasets. This proves that researchers do
not need to depend on centralized repositories for readily accessible
(meta-)data, but instead canâand shouldâtake matters into their
own hands.",,,"['publishing', 'research', 'web', 'accompanied', 'machine', 'readable', 'data', 'one', 'aim', 'linked', 'research', 'merely', 'embedding', 'metadata', 'rdfa', 'html', 'research', 'article', 'however', 'doe', 'solve', 'problem', 'accessing', 'querying', 'data', 'hence', 'created', 'simple', 'etl', 'pipeline', 'extract', 'enrich', 'linked', 'data', 'personal', 'website', 'publishing', 'result', 'queryable', 'way', 'triple', 'pattern', 'fragment', 'pipeline', 'open', 'source', 'us', 'existing', 'ontology', 'adapted', 'website', 'article', 'discus', 'pipeline', 'resulting', 'data', 'possibility', 'query', 'evaluation', 'web', 'rdf', 'triple', 'data', 'queryable', 'even', 'federated', 'sparql', 'query', 'link', 'external', 'datasets', 'prof', 'researcher', 'need', 'depend', 'centralized', 'repository', 'readily', 'accessible', 'meta', 'data', 'instead', 'canâ', 'shouldâ', 'take', 'matter', 'hand']",piecing the puzzle: self-publishing queryable research data on the web,1,2
145,2017,deepschema.org: An Ontology for Typing Entities in the Web of Data,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_6.pdf,Panayiotis Smeros,EPFL, Switzerland,Amit Gupta,EPFL, Switzerland,Michele Catasta,EPFL, Switzerland,Karl Aberer,EPFL, Switzerland,,,,,,,,,,"Discovering the appropriate type of an entity in the Web of
Data is still considered an open challenge, given the complexity of the many tasks it entails. Among them, the most
notable is the definition of a generic and cross-domain ontology. While the ontologies proposed in the past function
mostly as schemata for knowledge bases of different sizes,
an ontology for entity typing requires a rich, accurate and
easily-traversable type hierarchy. Likewise, it is desirable
that the hierarchy contains thousands of nodes and multiple levels, contrary to what a manually curated ontology can
offer. Such level of detail is required to describe all the possible environments in which an entity exists in. Furthermore,
the generation of the ontology must follow an automated
fashion, combining the most widely used data sources and
following the speed of the Web.
In this paper we propose deepschema.org, the first ontology that combines two well-known ontological resources,
Wikidata and schema.org, to obtain a highly-accurate,
generic type ontology which is at the same time a firstclass citizen in the Web of Data. We describe the automated procedure we used for extracting a class hierarchy from Wikidata and analyze the main characteristics of
this hierarchy. We also provide a novel technique for integrating the extracted hierarchy with schema.org, which
exploits external dictionary corpora and is based on word
embeddings. Finally, we present a crowdsourcing evaluation which showcases the three main aspects of our ontology,
namely the accuracy, the traversability and the genericity.
The outcome of this paper is published under the portal:
http://deepschema.github.io","Class Hierarchy, Taxonomy, Ontology, Wikidata, schema.org, Data Extraction, Data Integration, Entity Typing",,"['discovering', 'appropriate', 'type', 'entity', 'web', 'data', 'still', 'considered', 'open', 'challenge', 'given', 'complexity', 'many', 'task', 'entail', 'among', 'notable', 'definition', 'generic', 'cross', 'domain', 'ontology', 'ontology', 'proposed', 'past', 'function', 'mostly', 'schema', 'knowledge', 'base', 'different', 'size', 'ontology', 'entity', 'typing', 'requires', 'rich', 'accurate', 'easily', 'traversable', 'type', 'hierarchy', 'likewise', 'desirable', 'hierarchy', 'contains', 'thousand', 'node', 'multiple', 'level', 'contrary', 'manually', 'curated', 'ontology', 'offer', 'level', 'detail', 'required', 'describe', 'possible', 'environment', 'entity', 'exists', 'furthermore', 'generation', 'ontology', 'must', 'follow', 'automated', 'fashion', 'combining', 'widely', 'used', 'data', 'source', 'following', 'speed', 'web', 'paper', 'propose', 'deepschema', 'org', 'first', 'ontology', 'combine', 'two', 'well', 'known', 'ontological', 'resource', 'wikidata', 'schema', 'org', 'obtain', 'highly', 'accurate', 'generic', 'type', 'ontology', 'time', 'firstclass', 'citizen', 'web', 'data', 'describe', 'automated', 'procedure', 'used', 'extracting', 'class', 'hierarchy', 'wikidata', 'analyze', 'main', 'characteristic', 'hierarchy', 'also', 'provide', 'novel', 'technique', 'integrating', 'extracted', 'hierarchy', 'schema', 'org', 'exploit', 'external', 'dictionary', 'corpus', 'based', 'word', 'embeddings', 'finally', 'present', 'crowdsourcing', 'evaluation', 'showcase', 'three', 'main', 'aspect', 'ontology', 'namely', 'accuracy', 'traversability', 'genericity', 'outcome', 'paper', 'published', 'portal', 'http', 'deepschema', 'github', 'io']",deepschema.org: an ontology for typing entities in the web of data,4,0
146,2017,Lifting Data Portals to the Web of Data Or: Linked Open Data (Portals) Now for real!,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_9.pdf,Sebastian Neumaier,Vienna University of Economics and Business, Austria,Jurgen Umbrich,Vienna University of Economics and Business, Austria,Axel Polleres,Vienna University of Economics and Business, Austria,,,,,,,,,,,,,"Data portals are central hubs for freely available (governmental)
datasets. ese portals use dierent soware frameworks to publish
their data, and the metadata descriptions of these datasets come in
dierent schemas accordingly to the framework. e present work
aims at re-exposing and connecting the metadata descriptions of
currently 854k datasets on 261 data portals to the Web of Linked
Data by mapping and publishing their homogenized metadata in
standard vocabularies such as DCAT and Schema.org. Additionally,
we publish existing quality information about the datasets and further enrich their descriptions by automatically generated metadata
for CSV resources. In order to make all this information traceable
and trustworthy, we annotate the generated data using the W3Câs
provenance vocabulary. e dataset descriptions are harvested
weekly and we oer access to the archived data by providing APIs
compliant to the Memento framework. All this data â a total of
about 120 million triples per weekly snapshot â is queryable at the
SPARQL endpoint at data.wu.ac.at/portalwatch/sparql.",,,"['data', 'portal', 'central', 'hub', 'freely', 'available', 'governmental', 'datasets', 'ese', 'portal', 'use', 'dierent', 'soware', 'framework', 'publish', 'data', 'metadata', 'description', 'datasets', 'come', 'dierent', 'schema', 'accordingly', 'framework', 'present', 'work', 'aim', 'exposing', 'connecting', 'metadata', 'description', 'currently', '854k', 'datasets', 'data', 'portal', 'web', 'linked', 'data', 'mapping', 'publishing', 'homogenized', 'metadata', 'standard', 'vocabulary', 'dcat', 'schema', 'org', 'additionally', 'publish', 'existing', 'quality', 'information', 'datasets', 'enrich', 'description', 'automatically', 'generated', 'metadata', 'csv', 'resource', 'order', 'make', 'information', 'traceable', 'trustworthy', 'annotate', 'generated', 'data', 'using', 'w3câ', 'provenance', 'vocabulary', 'dataset', 'description', 'harvested', 'weekly', 'oer', 'access', 'archived', 'data', 'providing', 'apis', 'compliant', 'memento', 'framework', 'data', 'total', 'million', 'triple', 'per', 'weekly', 'snapshot', 'queryable', 'sparql', 'endpoint', 'data', 'wu', 'ac', 'portalwatch', 'sparql']",lifting data portals to the web of data or: linked open data (portals) now for real!,3,12
147,2017,Revisiting the Representation of and Need for Raw Geometries on the Linked Data Web,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_11.pdf,Blake Regalia,University of California, US,Krzysztof Janowicz,University of California, US,Grant McKenzie,University of Maryland, US,,,,,,,,,,,,,"Geospatial data on the Semantic Web historically stems from using
point geometries to represent the geographic locations of places. As
the practice evolved in the Semantic Web community, a demand for
more complex geometries and geospatial query capabilities came
about as a consequence of integrating traditional GIS and geo-data
into the Linked Data cloud. However, recent projects have revealed
that, in practice, these established techniques have major shortcomings that limit their storage, transmission, and query potential. In
this position paper, we examine these shortcomings, propose to
treat geometries similar to how other binary data are stored and
referenced on the Semantic Web, namely by representing them as
resources via URIs instead of RDF literals, and demonstrate the
utility of precomputing topological relations rather than computing them on-demand by arguing that end users are most oen
interested in topology and not raw geometries.",,,"['geospatial', 'data', 'semantic', 'web', 'historically', 'stem', 'using', 'point', 'geometry', 'represent', 'geographic', 'location', 'place', 'practice', 'evolved', 'semantic', 'web', 'community', 'demand', 'complex', 'geometry', 'geospatial', 'query', 'capability', 'came', 'consequence', 'integrating', 'traditional', 'gi', 'geo', 'data', 'linked', 'data', 'cloud', 'however', 'recent', 'project', 'revealed', 'practice', 'established', 'technique', 'major', 'shortcoming', 'limit', 'storage', 'transmission', 'query', 'potential', 'position', 'paper', 'examine', 'shortcoming', 'propose', 'treat', 'geometry', 'similar', 'binary', 'data', 'stored', 'referenced', 'semantic', 'web', 'namely', 'representing', 'resource', 'via', 'uris', 'instead', 'rdf', 'literal', 'demonstrate', 'utility', 'precomputing', 'topological', 'relation', 'rather', 'computing', 'demand', 'arguing', 'end', 'user', 'oen', 'interested', 'topology', 'raw', 'geometry']",revisiting the representation of and need for raw geometries on the linked data web,3,4
148,2017,High-Throughput and Language-Agnostic Entity Disambiguation and Linking on User Generated Data,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_1.pdf,Preeti Bhargava,Lithium Technologies, US,Nemanja Spasojevic,Lithium Technologies, US,Guoning Hu,Lithium Technologies, US,,,,,,,,,,,,,"The Entity Disambiguation and Linking (EDL) task matches
entity mentions in text to a unique Knowledge Base (KB)
identifier such as a Wikipedia or Freebase id. It plays a
critical role in the construction of a high quality information
network, and can be further leveraged for a variety of information retrieval and NLP tasks such as text categorization
and document tagging. EDL is a complex and challenging
problem due to ambiguity of the mentions and real world
text being multi-lingual. Moreover, EDL systems need to
have high throughput and should be lightweight in order
to scale to large datasets and run on off-the-shelf machines.
More importantly, these systems need to be able to extract
and disambiguate dense annotations from the data in order to enable an Information Retrieval or Extraction task
running on the data to be more efficient and accurate. In
order to address all these challenges, we present the Lithium
EDL system and algorithm - a high-throughput, lightweight,
language-agnostic EDL system that extracts and correctly
disambiguates 75% more entities than state-of-the-art EDL
systems and is significantly faster than them.","Entity Disambiguation, Entity Linking, Entity Resolution, Text Mining",,"['entity', 'disambiguation', 'linking', 'edl', 'task', 'match', 'entity', 'mention', 'text', 'unique', 'knowledge', 'base', 'kb', 'identifier', 'wikipedia', 'freebase', 'id', 'play', 'critical', 'role', 'construction', 'high', 'quality', 'information', 'network', 'leveraged', 'variety', 'information', 'retrieval', 'nlp', 'task', 'text', 'categorization', 'document', 'tagging', 'edl', 'complex', 'challenging', 'problem', 'due', 'ambiguity', 'mention', 'real', 'world', 'text', 'multi', 'lingual', 'moreover', 'edl', 'system', 'need', 'high', 'throughput', 'lightweight', 'order', 'scale', 'large', 'datasets', 'run', 'shelf', 'machine', 'importantly', 'system', 'need', 'able', 'extract', 'disambiguate', 'dense', 'annotation', 'data', 'order', 'enable', 'information', 'retrieval', 'extraction', 'task', 'running', 'data', 'efficient', 'accurate', 'order', 'address', 'challenge', 'present', 'lithium', 'edl', 'system', 'algorithm', 'high', 'throughput', 'lightweight', 'language', 'agnostic', 'edl', 'system', 'extract', 'correctly', 'disambiguates', 'entity', 'state', 'art', 'edl', 'system', 'significantly', 'faster']",high-throughput and language-agnostic entity disambiguation and linking on user generated data,3,4
149,2017,Client-side Processing of GeoSPARQL Functions with Triple Pattern Fragments,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_8.pdf,Christophe Debruyne,ADAPT Centre, Ireland,Eamonn Clinton,Ordnance Survey Ireland, Ireland,Declan OÕSullivan,ADAPT Centre, Ireland,,,,,,,,,,,,,"âPlaceâ is an important concept providing a useful dimension to
explore, align and analyze data on the Linked Data Web. Though
Linked Data datasets can use standardized geospatial predicates
such as GeoSPARQL, access to SPARQL endpoints that supports
these is not guaranteed. When not available, one needs to load
the data into their own GeoSPARQL-enabled triplestores in order
to avail of those predicates. Triple Pattern Fragments (TPF) is a
proposal to make clients more intelligent in processing RDF, thereby
lessening the burden carried by servers. In this paper, we propose to
extend TPF to support GeoSPARQL. The contribution is a minimal
extension of the TPF client that does not rely on a spatial database
such that the extension can be run from within a browser. Even
though our approach will unlikely outperform GeoSPARQL-enabled
triplestores in terms of query execution time, we demonstrate its
feasibility by means of a couple of use cases using data provided
by data.geohive.ie, an initiative to publish authoritative, highresolution geospatial data for The Republic of Ireland as Linked Data
on the Web. This high-resolution data does cause a lot of network
trac, but related work showed how extending the communication
between a TPF client and server reduces the number HTTP calls
and some network traffic. The integration of our extension in one
such optimization did reduce the overhead. We, however, decided
to stick to our first implementation as it only extended the client
in a minimal way. Future work includes investigating how our
approach scales, and its usefulness of adding and using a spatial
component to datasets.","GeoSPARQL, Triple Paern Fragments, Ordnance Survey Ireland",,"['placeâ', 'important', 'concept', 'providing', 'useful', 'dimension', 'explore', 'align', 'analyze', 'data', 'linked', 'data', 'web', 'though', 'linked', 'data', 'datasets', 'use', 'standardized', 'geospatial', 'predicate', 'geosparql', 'access', 'sparql', 'endpoint', 'support', 'guaranteed', 'available', 'one', 'need', 'load', 'data', 'geosparql', 'enabled', 'triplestores', 'order', 'avail', 'predicate', 'triple', 'pattern', 'fragment', 'tpf', 'proposal', 'make', 'client', 'intelligent', 'processing', 'rdf', 'thereby', 'lessening', 'burden', 'carried', 'server', 'paper', 'propose', 'extend', 'tpf', 'support', 'geosparql', 'contribution', 'minimal', 'extension', 'tpf', 'client', 'doe', 'rely', 'spatial', 'database', 'extension', 'run', 'within', 'browser', 'even', 'though', 'approach', 'unlikely', 'outperform', 'geosparql', 'enabled', 'triplestores', 'term', 'query', 'execution', 'time', 'demonstrate', 'feasibility', 'mean', 'couple', 'use', 'case', 'using', 'data', 'provided', 'data', 'geohive', 'ie', 'initiative', 'publish', 'authoritative', 'highresolution', 'geospatial', 'data', 'republic', 'ireland', 'linked', 'data', 'web', 'high', 'resolution', 'data', 'doe', 'cause', 'lot', 'network', 'trac', 'related', 'work', 'showed', 'extending', 'communication', 'tpf', 'client', 'server', 'reduces', 'number', 'http', 'call', 'network', 'traffic', 'integration', 'extension', 'one', 'optimization', 'reduce', 'overhead', 'however', 'decided', 'stick', 'first', 'implementation', 'extended', 'client', 'minimal', 'way', 'future', 'work', 'includes', 'investigating', 'approach', 'scale', 'usefulness', 'adding', 'using', 'spatial', 'component', 'datasets']",client-side processing of geosparql functions with triple pattern fragments,3,8
150,2017,Learning to Identify Complementary Products from DBpedia,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_5.pdf,Victor Anthony Arrascue Ayala,University of Freiburg, Germany,Trong-Nghia Cheng,University of Freiburg, Germany,Anas Alzoghbi,University of Freiburg, Germany,Georg Lausen,University of Freiburg, Germany,,,,,,,,,,"Identifying the complementary relationship between products, like a cartridge to a printer, is a very useful technique
to provide recommendations. These are typically purchased
together or within a short time frame and thus online retailers benefit from it. Existing approaches rely heavily on
transactions and therefore they suffer from: (1) the cold
start problem for new products; (2) the inability to produce good results for infrequently bought products; (3) the
inability to explain why two products are complementary.
We propose a framework that aims at alleviating these
problems by exploiting a knowledge graph (DBpedia) in
addition to productsâ available information such as titles,
descriptions and categories rather than transactions. Our
problem is modeled as a classification task on a set of product pairs. Our starting point is the semantic paths in the
knowledge graph linking between product attributes, from
which we model product features. Then, having a labeled
set of product pairs we learn a model; and finally, we use this
model to predict complementary products for an unseen set
of products. Our experiments on a real world dataset from
Amazon show high performance of our framework in predicting whether one product is complementary to another
one.","Recommender Systems, Complementary Products, DBpedia, Knowledge-graph, Supervised Learning, Cross-domain",,"['identifying', 'complementary', 'relationship', 'product', 'like', 'cartridge', 'printer', 'useful', 'technique', 'provide', 'recommendation', 'typically', 'purchased', 'together', 'within', 'short', 'time', 'frame', 'thus', 'online', 'retailer', 'benefit', 'existing', 'approach', 'rely', 'heavily', 'transaction', 'therefore', 'suffer', 'cold', 'start', 'problem', 'new', 'product', 'inability', 'produce', 'good', 'result', 'infrequently', 'bought', 'product', 'inability', 'explain', 'two', 'product', 'complementary', 'propose', 'framework', 'aim', 'alleviating', 'problem', 'exploiting', 'knowledge', 'graph', 'dbpedia', 'addition', 'productsâ', 'available', 'information', 'title', 'description', 'category', 'rather', 'transaction', 'problem', 'modeled', 'classification', 'task', 'set', 'product', 'pair', 'starting', 'point', 'semantic', 'path', 'knowledge', 'graph', 'linking', 'product', 'attribute', 'model', 'product', 'feature', 'labeled', 'set', 'product', 'pair', 'learn', 'model', 'finally', 'use', 'model', 'predict', 'complementary', 'product', 'unseen', 'set', 'product', 'experiment', 'real', 'world', 'dataset', 'amazon', 'show', 'high', 'performance', 'framework', 'predicting', 'whether', 'one', 'product', 'complementary', 'another', 'one']",learning to identify complementary products from dbpedia,4,0
