Timestamp,Workshop,Paper title,Link to article,Author-1,Author-1_affiliation,Author-1_country,Author-2,Author-2_affiliation,Author-2_country,Author-3,Author-3_affiliation,Author-3_country,Author-4,Author-4_affiliation,Author-4_country,Author-5,Author-5_affiliation,Author-5_country,Author-6,Author-6_affiliation,Author-6_country,Author-7,Author-7_affiliation,Author-7_country,Paper abstract,Paper Keyword,Paper Categories
12/28/2020 14:37:22,2012,Towards a Dynamic Linked Data Observatory,http://events.linkeddata.org/ldow2012/papers/ldow2012-paper-14.pdf,Tobias Käfer,Karlsruhe Institute of Technology, Germany,Jürgen Umbrich,National University of Ireland, Ireland,Aidan Hogan,National University of Ireland, Ireland,Axel Polleres,SIEMENS, Austria,,,,,,,,,,"We describe work-in-progress on the design and methodology of the Dynamic Linked Data Observatory: a framework
to monitor Linked Data over an extended period of time.
The core goal of our work is to collect frequent, continuous
snapshots of a subset of the Web of Data that is interesting
for further study and experimentation, with an aim to capture raw data about the dynamics of Linked Data. The resulting corpora will be made openly and continuously available to the Linked Data research community. Herein, we (1)
motivate the importance of such a corpus; (2) outline some of
the use-cases and requirements for the resulting snapshots;
(3) discuss different ‚Äúviews‚Äù of the Web of Data that affect
how we define a sample to monitor; (4) detail how we select
the scope of the monitoring experiment through sampling,
(5) discuss the final design of the monitoring framework that
will gather regular snapshots of (subsets of) the Web of Data
over the coming months and y",,
12/28/2020 18:29:29,2012,A Spectrometry of Linked Data,http://events.linkeddata.org/ldow2012/papers/ldow2012-paper-15.pdf,Giovanni Bartolomeo,University of Rome Tor Vergata , Italy,Stefano Salsano,University of Rome Tor Vergata, Italy,,,,,,,,,,,,,,,,"Entity mining is still a troublesome open problem. In past years
many approaches allowed to automate the generation of
equivalence links between references using schema matching or
various heuristics based on the recognition of similar property
values. In contrast, few of them considered the analysis of the
network of equivalence links (‚Äúequivalence network‚Äù) as an
indication of the likelihood and strength of the equivalence.
Following this basic idea, in this paper we apply the well known
Girvan and Newman algorithm to partition existing equivalence
networks into clusters of co-references and gain an insight of their
nature, size and composition. 
","Entity, Co-references, Linked Data",H [Information Systems]: Models and Principles; H.1 [Models and Principles]: Miscellaneous; H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval ‚Äî information filtering.
12/28/2020 18:32:07,2012,OWL: Yet to arrive on the Web of Data?,http://events.linkeddata.org/ldow2012/papers/ldow2012-paper-16.pdf,Birte Glimm,"Ulm University, Institute of Artificial Intelligence", Germany,Aidan Hogan,National University of Ireland, Ireland,Markus Krötzsch,University of Oxford, United Kingdom,Axel Polleres,SIEMENS, Austria,,,,,,,,,,"Seven years on from OWL becoming a W3C recommendation, and
two years on from the more recent OWL 2 W3C recommendation,
OWL has still experienced only patchy uptake on the Web. Although certain OWL features (like owl:sameAs) are very popular,
other features of OWL are largely neglected by publishers in the
Linked Data world. This may suggest that despite the promise of
easy implementations and the proposal of tractable profiles suggested in OWL‚Äôs second version, there is still no ‚Äúright‚Äù standard
fragment for the Linked Data community. In this paper, we (1)
analyse uptake of OWL on the Web of Data, (2) gain insights into
the OWL fragment that is actually used/usable on the Web, where
we arrive at the conclusion that this fragment is likely to be a simplified profile based on OWL RL, (3) propose and discuss such a
new fragment, which we call OWL LD (for Linked Data).
",,
12/28/2020 18:33:03,2012,Metadata Statistics for a Large Web Corpus,http://events.linkeddata.org/ldow2012/papers/ldow2012-inv-paper-1.pdf,Peter Mika,Yahoo! Research, Spain,Tim Potter,Yahoo! Research, Spain,,,,,,,,,,,,,,,,"We provide an analysis of the adoption of metadata standards on the Web based a large crawl of the Web. In particular, we look at what forms of syntax and vocabularies
publishers are using to mark up data inside HTML pages.
We also describe the process that we have followed and the
difficulties involved in web data extraction.
",,
12/28/2020 18:38:52,2012,Web Data Commons Extracting Structured Data from Two Large Web Corpora,http://events.linkeddata.org/ldow2012/papers/ldow2012-inv-paper-2.pdf,Hannes Mühleisen,Freie Universität Berlin, Germany,Christian Bizer,Freie Universität Berlin, Germany,,,,,,,,,,,,,,,,"More and more websites embed structured data describing for instance products, people, organizations, places, events, resumes, and
cooking recipes into their HTML pages using encoding standards
such as Microformats, Microdatas and RDFa. The Web Data Commons project extracts all Microformat, Microdata and RDFa data
from the Common Crawl web corpus, the largest and most up-todata web corpus that is currently available to the public, and provides
the extracted data for download in the form of RDF-quads. In this
paper, we give an overview of the project and present statistics about
the popularity of the different encoding standards as well as the
kinds of data that are published using each format.
",,
12/28/2020 18:41:20,2013,R&Wbase: Git for triples,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-01.pdf,Miel Vander Sande,Ghent University,Belgium,Pieter Colpaert,Ghent University,Belgium,Ruben Verborgh,Ghent University,Belgium,Sam Coppens,Ghent University,Belgium,Erik Mannens,Belgium, Germany,Rik Van de Walle,Ghent University,Belgium,,,,"Read/Write infrastructures are often predicted to be the next big
challenge for Linked Data. In the domains of Open Data and cultural
heritage, this is already an urgent need. They require the exchange
of partial graphs, personalised views on data and a need for trust.
A strong versioning model supported by provenance is therefore
crucial. However, current triple stores handle storage rather na√Øvely
and don not seem up for the challenge.
In this paper, we introduce R&Wbase, a new approach build on
the principles of distributed version control. Triples are stored in
a quad-store as consecutive deltas, reducing the amount of stored
triples drastically. We demonstrate an efficient technique for storing
different deltas in a single graph, allowing simple resolving of
different versions and separate access. Furthermore, provenance
tracking is included at operation level, since each commit, storing
a delta and its metadata, is described directly as provenance. The
use of branching is supported, providing flexible custom views on
the data. Finally, we provide a straightforward way for querying
different versions through SPARQL, by using virtual graphs.",,
12/28/2020 18:52:01,2013,OSLC Resource Shape: A language for defining constraints on Linked Data,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-02.pdf,Arthur G. Ryman,IBM, US,Arnaud J Le Hors,IBM, US,Steve Speicher,IBM, US,,,,,,,,,,,,,"IBM has for several years been employing a read/write usage of
Linked Data as an architectural style for integrating a suite of
applications. [1]
We are encouraged by the work done by the W3C Linked Data
Platform Working Group which is chartered to produce a W3C
Recommendation for HTTP-based (RESTful) application
integration patterns using read/write Linked Data .
The Linked Data Platform Recommendation will provide the
industry with a solid foundation to build on. Yet, more work will
need to be done to address in a standard way the needs of
enterprise solutions that use Linked Data as an application
integration platform. One such need is a type definition language
that can be used to communicate and validate constraints on RDF
data.
This paper explains the need for such a language, why standards
like RDFS and OWL are not suitable answers and, finally,
introduces OSLC Resource Shapes as a proposed solution.","Linked Data, Type Definition, Integrity Constraints, Validation, Application Integration, Standards",
12/28/2020 18:55:53,2013,Hydra: A Vocabulary for Hypermedia-Driven Web APIs,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-03.pdf,Markus Lanthaler,Graz University of Technology, Austria,Christian Gütl,Curtin University of Technology, Australia,,,,,,,,,,,,,,,,"Coping with the ever-increasing amount of data becomes
increasingly challenging. To alleviate the information overload
put on people, systems are progressively being connected directly
to each other. They exchange, analyze, and manipulate
humongous amounts of data without any human interaction. Most
current solutions, however, do not exploit the whole potential of
the architecture of the World Wide Web and completely ignore
the possibilities offered by Semantic Web technologies. Based on
the experiences gained by implementing and analyzing various
RESTful APIs and drawing from the longer history of Semantic
Web research we developed Hydra, a small vocabulary to describe
Web APIs. It aims to simplify the development of truly RESTful
services by leveraging the power of Linked Data. By breaking the
descriptions down into small independent fragments, a new breed
of interoperable Web APIs using decentralized, reusable, and
composable contracts can be realized.
",Web; Web service; Web API; HTTP; REST; Linked Data; RDF; vocabulary; ontology; Hydra,"H.3.4 [Information Storage and Retrieval]: Systems and Software ; Semantic Web, World Wide Web (WWW); H.4.3 [Information Systems Applications]: Communications Applications Internet; D.2.11 [Software]: Software Architectures Service-oriented architecture (SOA)"
12/28/2020 18:59:17,2013,Reasoning over SPARQL,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-08.pdf,Sam Coppens,Ghent University,Belgium,Miel Vander Sande,Ghent University,Belgium,Ruben Verborgh,Ghent University,Belgium,Erik Mannens,Ghent University,Belgium,Rik Van de Walle,Ghent University,Belgium,,,,,,,"Until now, the sparql query language was restricted to simple entailment. Now sparql is being extended with more
expressive entailment regimes. This allows to query over inferred, implicit knowledge. However, in this case the sparql
endpoint provider decides which inference rules are used for
its entailment regimes. In this paper, we propose an extension to the sparql query language to support remote
reasoning, in which the data consumer can define the inference rules. It will supplement the supported entailment
regimes of the sparql endpoint provider with an additional
reasoning step using the inference rules defined by the data
consumer. At the same time, this solution offers possibilities to solve interoperability issues when querying remote
sparql endpoints, which can support federated querying
frameworks. These frameworks can then be extended to
provide distributed, remote reasoning.
",,
12/28/2020 19:01:35,2013,Similar Structures inside RDF-Graphs,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-05.pdf,Anas Alzogbi,University of Freiburg, Germany,Georg Lausen,University of Freiburg, Germany,,,,,,,,,,,,,,,,"RDF is the common data model to publish structured data
on the Web. RDF data sets are given as subject-predicateobject triples and typically are represented as directed edgelabeled graphs. To make the information represented by
such graphs comprehensible, RDF-schema (RDFS) provides
concepts to define a class-structure as part of the given RDFgraph and thus supports a more abstract view on the data
set. In this paper we follow a different approach and propose
to make an RDF graph more comprehensible by reducing its
size by partitioning to discover subgraphs which are similar
with respect to their structure. The methods applied to derive a partition are based on bisimulation and agglomerative
clustering. We demonstrate the usefulness of the approach
by applying it on several synthetic and one real world RDF
datasets.",,
12/28/2020 19:03:21,2013,LHD: Optimising Linked Data Query Processing Using Parallelisation,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-06.pdf,Xin Wang,University of Southampton, United Kingdom,Thanassis Tiropanis,University of Southampton, United Kingdom,Hugh C. Davis,University of Southampton, United Kingdom,,,,,,,,,,,,,"In the past few years as large volume of Linked Data has
been published, and processing distributed SPARQL queries
over the Linked Data cloud is becoming increasingly challenging. The high data traffic cost and response time significantly affect the performance of distributed SPARQL
queries as the number of SPARQL end point and the volume
of data at each endpoint increase. In this context, parallelisation is promising to fully exploit the potential of connections to SPARQL endpoints and thus improve the efficiency
of querying Linked Data. We propose LHD, a distributed
SPARQL engine that is built on a highly parallel infrastructure and able to minimise query response time, and we
evaluate its performance using a BSBM based environment.","SPARQL, Linked Data, distributed query processing",C.2.4 [Computer-Communication Networks]: Distributed Systems‚ÄîDistributed databases; H.3.3 [Information Storage And Retrieval]: Systems and Software-Performance Evaluation
12/28/2020 19:16:04,2013,A Hybrid Approach to Linked Data Query Processing with Time Constraints,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-07.pdf,Steven Lynden,National Institute of Advanced Industrial Science and Technology, Japan,Isao Kojima,National Institute of Advanced Industrial Science and Technology, Japan,Akiyoshi Matono,National Institute of Advanced Industrial Science and Technology, Japan,Akihito Nakamura,National Institute of Advanced Industrial Science and Technology, Japan,Makoto Yui,National Institute of Advanced Industrial Science and Technology, Japan,,,,,,,"In addition to RDF data within documents published according to the Linked Data principles, SPARQL endpoints
are also a potential source of a great deal of Linked Data.
The execution of queries using languages such as SPARQL
can use utilise both of these types of data sources. In this
paper we present a hybrid approach to answering SPARQL
queries that makes use of both link traversal-based and distributed query processing-based approaches in order to combine query answering over the Web of Linked Data and
SPARQL endpoints respectively. The technique differs from
existing work in that link traversal and endpoint queries take
place in parallel without a static query plan. It is demonstrated how, using a set of heuristics and optimisation techniques, this can be effective when answering queries with
time constraints (incomplete answers are acceptable in order
to minimise execution time). An evaluation of the technique
is presented using the FedBench Linked Data queries with
query execution time limited to 10 seconds, with an analysis
of answers that can be provided within this time limit.",,
12/28/2020 19:36:53,2013,Discovering Meaningful Connections between Resources in the Web of Data,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-04.pdf,Laurens De Vocht,Ghent University,Belgium,Sam Coppens,Ghent University,Belgium,Ruben Verborgh,Ghent University,Belgium,Miel Vander Sande,Ghent University,Belgium,Erik Mannens,Ghent University,Belgium,Rik Van de Walle,Ghent University,Belgium,,,,"We will show that semantically annotated paths lead to discovering meaningful, non-trivial relations and connections
between multiple resources in large online datasets such as
the Web of Data. Graph algorithms have always been key
in pathfinding applications (e.g., navigation systems). They
make optimal use of available computation resources to find
paths in structured data. Applying these algorithms to
Linked Data can facilitate the resolving of complex queries
that involve the semantics of the relations between resources.
In this paper, we introduce a new approach for finding paths
in Linked Data that takes into account the meaning of the
connections and also deals with scalability. An efficient technique combining pre-processing and indexing of datasets
is used for finding paths between two resources in large
datasets within a couple of seconds. To demonstrate our
approach, we have implemented a testcase using the DBpedia dataset.
",,
12/28/2020 19:38:27,2013,Ranking Universities Using Linked Open Data,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-09.pdf,Rouzbeh Meymandpour,The University of Sydney, Australia,Joseph G. Davis,The University of Sydney, Australia,,,,,,,,,,,,,,,,"Ranking of universities represents a complex endeavor which
involves gathering, weighting, and analyzing diverse data.
Emerging semantic technologies enable the Web of Data, a giant
graph of interconnected information resources, also known as
Linked Data. A recent community effort, Linking Open Data
project, offers the possibility of accessing a large number of
semantically described and linked concepts in various domains. In
this paper, we propose a novel approach to take advantage of this
structured data in the domain of universities to develop proxy
measures of their relative standing for ranking purposes. Derived
from information theory, our approach of computing the
Information Content for universities and ranking them based on
these scores achieved results comparable to the international
ranking systems such as Shanghai Jiao Tong University, Times
Higher Education, and QS. The metric we developed can also be
used for innovative semantic applications in a range of domains
for entity ranking, information filtering, and multi-faceted
browsing.","Linked Data, Semantic Web, Entity Ranking, Web of Data, University Ranking, Linking Open Data, Partitioned Information Content, Informativeness Measurement.","H.1.1 [Models and Principles]: Systems and Information Theory ‚Äì information theory, value of information; H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval ‚Äì information filtering, retrieval models; I.2.4 [Artificial Intelligence]: Knowledge Representation Formalisms and Methods ‚Äì semantic networks; J.1 [Computer Applications]: Administrative Data Processing ‚Äì education;"
12/28/2020 19:40:04,2013,Connected Media Experiences: interactive video using Linked Data on the Web,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-10.pdf,Lyndon Nixon,STI International, Austria,Matthias Bauer,STI International, Austria,Cristian Bara,Seekda GmbH, Austria,,,,,,,,,,,,,"This paper presents a set of tools and an extended framework with
API for enabling the dynamic enrichment of online video with
Web content via Linked Data. As audiovisual media is
increasingly transmitted online, new services deriving added value
from such material can be imagined. For example, combining it
with other material elsewhere on the Web which is related to it or
enhances it in a meaningful way, to the benefit of the owner of the
original content, the providers of the content enhancing it and the
end consumer who can access and interact with these new
services. Since the services are built around providing new
experiences through connecting different related media together,
we consider such services to be Connected Media Experiences
(ConnectME). This paper presents the ConnectME approach,
which is to annotate video with Linked Data concepts,
dynamically bind annotations to related Web content and then
provide a flexibly enriched video playout. Using Linked Data
allows us to decouple video annotations from hardcoded
enrichments, meaning a video can be annotated once but its
enrichment is always up to date. ","Hypervideo, clickable video, Web media, Linked Data, media linking, annotation, enrichment",
12/28/2020 19:44:19,2013,Describing Customizable Products on the Web of Data,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-11.pdf,François-Paul Servant,Renault, France,Edouard Chevalier,Renault, France,,,,,,,,,,,,,,,,"Exposing data about customizable products is a challenging
issue, because of the number of features and options customers can choose from, and of the intricate constraints between them. However, the configuration process, by which
the customer makes her choice, one step at a time, is a
graph traversal among partially defined products; that is
Linked Data browsing. This natural yet fruitful abstraction for product customization hides complexity from the
client agent, and allows corporations to publish descriptions
of their ranges of products, in their own terms. To open
these ranges to comparison, corporate vocabularies have to
be linked to known entities in the LOD cloud; the creation
of sharable thesauri is discussed.
","Linked Data, Structured eCommerce data, Configuration, GoodRelations, Automotive",H.4 [Information Systems Applications]: Miscellaneous
12/28/2020 19:48:55,2013,DDI-RDF Discovery Vocabulary: A Metadata Vocabulary for Documenting Research and Survey Data,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-12.pdf,Thomas Bosch,GESIS – Leibniz Institute for the Social Sciences, Germany,Richard Cyganiak,Digital Enterprise Research Institute, Ireland,Arofan Gregory,Open Data Foundation, US,Joachim Wackerow,GESIS – Leibniz Institute for the Social Sciences, Germany,,,,,,,,,,"The Data Documentation Initiative (DDI) is an acknowledged
international standard for the documentation and management of
data from the social, behavioral, and economic sciences.
Statistical domain experts, i.e. representatives of national
statistical institutes and national data archives, and Linked Open
Data community members have developed the DDI-RDF
Discovery Vocabulary ‚Äì based on a subset of the DDI - in order to
support the discovery of statistical data as well as metadata. This
vocabulary supports identifying programmatically the relevant
data sets for a specific research purpose.
","Linked Data, Ontology Design, statistical data, DDI-RDF",H.1 [Information Systems]: Models and Principles
12/28/2020 19:50:25,2013,Beyond Data: Building a Web of Needs,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-13.pdf,Florian Kleedorfer,Research Studios Austria, Austria,Christina Maria Busch,Research Studios Austria, Austria,,,,,,,,,,,,,,,,"The Web as related to commerce suffers from a fundamental asymmetry. While there is a great number of commercial
offers available, consumer needs are rarely represented explicitly. Thus, the most widely applied process of connecting
the prospective consumer of a resource with its supplier is
Web search. In Web search, the user needs are implicit,
driving the interaction, and therefore only the interaction
partners can try to deduce them. We present an approach
for a) publishing needs on the Web of Data and b) building
a protocol that allows decentralized matching of needs and
communication between need owners. Albeit inspired by the
analysis of marketplaces, the proposed framework allows for
a much broader range of social applications, such as collaborative problem solving, help organizing the sharing economy
or finding interesting people to meet.","semantic Web, ontology matching, instance matching, protocols, linked data",Information Systems [World Wide Web]: Web applications; Information Systems [World Wide Web]: Information System Applications‚ÄîCollaborative and social computing systems and tools
12/28/2020 19:53:06,2014,RML: A Generic Language for Integrated RDF Mappings of Heterogeneous Data,http://events.linkeddata.org/ldow2014/papers/ldow2014_paper_01.pdf,Anastasia Dimou,Multimedia Lab , Belgium,Miel Vander Sande,Multimedia Lab , Belgium,Pieter Colpaert,Multimedia Lab , Belgium,Ruben Verborgh,Multimedia Lab , Belgium,Erik Mannens,Multimedia Lab , Belgium,Rik Van de Walle,Multimedia Lab , Belgium,,,,"Despite the significant number of existing tools, incorporating data from multiple sources and different formats into the
Linked Open Data cloud remains complicated. No mapping
formalisation exists to define how to map such heterogeneous
sources into rdf in an integrated and interoperable fashion.
This paper introduces the rml mapping language, a generic
language based on an extension over rÔú≤rml, the wÔú≥c standard for mapping relational databases into rdf. Broadening
rÔú≤rml‚Äôs scope, the language becomes source-agnostic and
extensible, while facilitating the definition of mappings of
multiple heterogeneous sources. This leads to higher integrity
within datasets and richer interlinking among resources.",,
12/28/2020 19:55:19,2014,Knowledge Base Augmentation using Tabular Data,http://events.linkeddata.org/ldow2014/papers/ldow2014_paper_02.pdf,Yoones A. Sekhavat,University of Alberta, Canada,Francesco di Paolo,Roma Tre University , Italy,Denilson Barbosa,University of Alberta, Canada,Paolo Merialdo,Roma Tre University , Italy,,,,,,,,,,"Large linked data repositories have been built by leveraging semi-structured data in Wikipedia (e.g., DBpedia) and
through extracting information from natural language text
(e.g., YAGO). However, the Web contains many other vast
sources of linked data, such as structured HTML tables and
spreadsheets. Often, the semantics in such tables is hidden,
preventing one from extracting triples from them directly.
This paper describes a probabilistic method that augments
an existing knowledge base with facts from tabular data by
leveraging a Web text corpus and natural language patterns
associated with relations in the knowledge base. A preliminary evaluation shows high potential for this technique in
augmenting linked data repositories.",,
12/28/2020 19:57:51,2014,AIDA-light: High-Throughput Named-Entity Disambiguation,http://events.linkeddata.org/ldow2014/papers/ldow2014_paper_03.pdf,Dat Ba Nguyen,Max Planck Institute for Informatics, Germany,Johannes Hoffart,Max Planck Institute for Informatics, Germany,Martin Theobald,University of Antwerp, Belgium,Gerhard Weikum,Max Planck Institute for Informatics, Germany,,,,,,,,,,"To advance the Web of Linked Data, mapping ambiguous
names in structured and unstructured contents onto knowledge bases would be a vital asset. State-of-the-art methods
for Named Entity Disambiguation (NED) face major tradeoffs regarding efficiency/scalability vs. accuracy. Fast methods use relatively simple context features and avoid computationally expensive algorithms for joint inference. While
doing very well on prominent entities in clear input texts,
these methods achieve only moderate accuracy when fed
with difficult inputs. On the other hand, methods that
rely on rich context features and joint inference for mapping names onto entities pay the price of being much slower.
This paper presents AIDA-light which achieves high accuracy on difficult inputs while also being fast and scalable.
AIDA-light uses a novel kind of two-stage mapping algorithm. It first identifies a set of ‚Äúeasy‚Äù mentions with low
ambiguity and links them to entities in a very efficient manner. This stage also determines the thematic domain of the
input text as an important and novel kind of feature. The
second stage harnesses the high-confidence linkage for the
‚Äúeasy‚Äù mentions to establish more reliable contexts for the
disambiguation of the remaining mentions. Our experiments
with four different datasets demonstrates that the accuracy
of AIDA-light is competitive to the very best NED systems,
while its run-time is comparable to or better than the performance of the fastest systems.
","Entity Linking, Named Entity Disambiguation, Joint Inference, Scalability",H.3.1 [Information Storage and Retrieval]: Content Analysis and Indexing
12/28/2020 20:08:27,2014,Web-Scale Querying through Linked Data Fragments,http://events.linkeddata.org/ldow2014/papers/ldow2014_paper_04.pdf,Ruben Verborgh,Ghent University, Belgium,Miel Vander Sande,Ghent University, Belgium,Pieter Colpaert,Ghent University, Belgium,Sam Coppens,Ghent University, Belgium,Erik Mannens,Ghent University, Belgium,Rik Van de Walle,Ghent University, Belgium,,,,"To unlock the full potential of Linked Data sources, we need flexible
ways to query them. Public sparql endpoints aim to fulfill that
need, but their availability is notoriously problematic. We therefore introduce Linked Data Fragments, a publishing method that
allows efficient offloading of query execution from servers to clients
through a lightweight partitioning strategy. It enables servers to
maintain availability rates as high as any regular http server, allowing querying to scale reliably to much larger numbers of clients.
This paper explains the core concepts behind Linked Data Fragments
and experimentally verifies their Web-level scalability, at the cost
of increased query times. We show how trading server-side query
execution for inexpensive data resources with relevant affordances
enables a new generation of intelligent clients.
","Linked Data, querying, availability, scalability, sparql",H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval
12/28/2020 20:11:47,2014,DBpedia Viewer - An Integrative Interface for DBpedia Leveraging the DBpedia Service Eco System,http://events.linkeddata.org/ldow2014/papers/ldow2014_paper_05.pdf,Denis Lukovnikov,University of Leipzig, Germany,Claus Stadler,University of Leipzig, Germany,Dimitris Kontokostas,University of Leipzig, Germany,Sebastian Hellmann,University of Leipzig, Germany,Jens Lehmann,University of Leipzig, Germany,,,,,,,"With the growing interest in publishing data according to
the Linked Data principles, it becomes more important to
provide intuitive tools for users to view and interact with
resources. The characteristics of Linked Data pose several
challenges for user-friendly presentation of the information.
In this work, we present the DBpedia Viewer as one method
to address this problem. The DBpedia Viewer is the new
DBpedia Linked Data user interface, which makes DBpedia
data more accessible to non-experts while integrating the
DBpedia service eco system as well as external Linked Data
services.",,
12/28/2020 20:17:50,2014,Linked Data Query Wizard: A Novel Interface for Accessing SPARQL Endpoints,http://events.linkeddata.org/ldow2014/papers/ldow2014_paper_06.pdf,Patrick Hoefle,Know Center GmbH, Austria,Michael Granitzer,University of Passau, Germany,Eduardo Veas,Know Center GmbH, Austria,Christin Seifert,University of Passau, Germany,,,,,,,,,,"In an interconnected world, Linked Data is more important
than ever before. However, it is still quite difficult to access
this new wealth of semantic data directly without having
in-depth knowledge about SPARQL and related semantic
technologies. Also, most people are currently used to consuming data as 2-dimensional tables. Linked Data is by definition always a graph, and not that many people are used to
handle data in graph structures. Therefore we present the
Linked Data Query Wizard, a web-based tool for displaying,
accessing, filtering, exploring, and navigating Linked Data
stored in SPARQL endpoints. The main innovation of the
interface is that it turns the graph structure of Linked Data
into a tabular interface and provides easy-to-use interaction
possibilities by using metaphors and techniques from current
search engines and spreadsheet applications that regular web
users are already familiar with","Linked Data, User Interface, SPARQL, RDF Data Cube",
12/28/2020 20:19:47,2014,Programmable Analytics for Linked Open Data,http://events.linkeddata.org/ldow2014/papers/ldow2014_paper_07.pdf,Bo Hu,Fujitsu Laboratories, United Kingdom,Eduarda Mendes,Fujitsu Laboratories, United Kingdom,Emeric Viel,Fujitsu Laboratories, Japan,,,,,,,,,,,,,"LOD initiative has made a major impact on data provision.
Thus far, more than 800 datasets have been published, containing tens of billions of RDF triples. The sheer size of
data has not resulted in a significant increase of data consumption. We contend that a new programming paradigm
is necessary to simplify LOD data utilisation. This paper
reports an early phase development towards programmable
web of LOD data. We propose to tap into a distributed
computing environment underpinning the popular statistical
toolkit R. Where possible, native R operators and functions
are used in our approach so as to lower the learning curve.
The crux of our future work lies in the full implementation
and evaluation.
","Linked Open Data, RDF, R, Programmability",H.4 [Information Systems Applications]: Miscellaneous; D.2.12 [Interoperability]: Data mapping
12/28/2020 20:23:41,2014,Will Linked Data Benefit from Inverse Link Traversal? (Position Proposal),http://events.linkeddata.org/ldow2014/papers/ldow2014_paper_08.pdf,Stefan Scheglmann,University of Koblenz, Germany,Ansgar Scherp,Kiel University, Germany,,,,,,,,,,,,,,,,"Query execution using link-traversal is a promising approach
for retrieving and accessing data on the web. However, this
approach finds its limitation when it comes to query patterns
such as ?s rdf:type ex:Employee, where one does not know
the subject URI. Such queries are quite useful for different
application needs. In this paper, we conduct an empirical
analysis on the use of such patterns in SPARQL query logs.
We present different solution approaches to extend the current Linked Open Data principles with the ability for inverse
link traversal. We discuss the advantages and disadvantages
of the different approaches.",Querying of Linked Open Data; Link Traversal,H.1 [Information Systems Applications]: Models and Principles; H.4 [Information Systems Applications]: Miscellaneous
12/28/2020 20:25:12,2014,daQ: an Ontology for Dataset Quality Information,http://events.linkeddata.org/ldow2014/papers/ldow2014_paper_09.pdf,Jeremy Debattista,University of Bonn, Germany,Christoph Lange,University of Bonn, Germany,Sören Auer,University of Bonn, Germany,,,,,,,,,,,,,"Data quality is commonly defined as fitness for use. The problem
of identifying the quality of data is faced by many data consumers.
To make the task of finding good quality datasets more efficient, we
introduce the Dataset Quality Ontology (daQ). The daQ is a lightweight, extensible vocabulary for attaching the results of quality
benchmarking of a linked open dataset to that dataset. We discuss the design considerations, give examples for extending daQ
by custom quality metrics, and present use cases such as browsing
datasets by quality. We also discuss how tools can use the daQ to
enable consumers find the right dataset for use.
",,"The Web of Data [Vocabularies, taxonomies and schemas for the web of data]"
12/28/2020 20:26:20,2014,Publishing L2TAP Logs to Facilitate Transparency and Accountability,http://events.linkeddata.org/ldow2014/papers/ldow2014_paper_10.pdf,Reza Samavi,University of Toronto, Canada,Mariano P. Consens,University of Toronto, Canada,,,,,,,,,,,,,,,,"We propose publishing L2TAP privacy logs to facilitate privacy auditing tasks that involve multiple auditors, an increasingly common requirement in the context of social computing
and big data driven science. Our proposal utilizes two ontologies, L2TAP and SCIP, designed for deployment in a
Linked Data environment. L2TAP provides provenance enabled logging of events. SCIP synthesizes contextual integrity
concepts to express key privacy-related semantics associated
with log events. We describe SPARQL query-based solutions for privacy log construction, obligation derivation, and
compliance checking. The solutions facilitate accountability
and transparency among participants (privacy auditors in
particular).",,
